HTTP/1.1 200 OK
Content-Type: application/json;charset=utf-8
Content-Length: 523475
Connection: Keep-Alive

[01-20 00:00:20.071] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:59750,curTimestamp: 1768867220engine: mysql,obPid: 3758219328,dmSysPath: 
[01-20 03:13:56.770] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71366,curTimestamp: 1768878836engine: mysql,obPid: 1007113440,dmSysPath: 
[01-20 03:14:26.798] [info] [3974216] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71396,curTimestamp: 1768878866engine: mysql,obPid: 403063584,dmSysPath: 
[01-20 03:14:56.812] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71426,curTimestamp: 1768878896engine: mysql,obPid: 3288811424,dmSysPath: 
[01-20 03:15:26.827] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71456,curTimestamp: 1768878926engine: mysql,obPid: 3490211056,dmSysPath: 
[01-20 03:15:56.844] [info] [3974218] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71486,curTimestamp: 1768878956engine: mysql,obPid: 3288645584,dmSysPath: 
[01-20 03:16:26.859] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71516,curTimestamp: 1768878986engine: mysql,obPid: 1007109184,dmSysPath: 
[01-20 03:16:56.873] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71546,curTimestamp: 1768879016engine: mysql,obPid: 1007082800,dmSysPath: 
[01-20 03:17:26.887] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71576,curTimestamp: 1768879046engine: mysql,obPid: 3288763392,dmSysPath: 
[01-20 03:17:56.910] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71606,curTimestamp: 1768879076engine: mysql,obPid: 671613408,dmSysPath: 
[01-20 03:18:26.924] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71636,curTimestamp: 1768879106engine: mysql,obPid: 604423104,dmSysPath: 
[01-20 03:18:56.939] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71666,curTimestamp: 1768879136engine: mysql,obPid: 3490255360,dmSysPath: 
[01-20 03:19:26.954] [info] [3974205] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71696,curTimestamp: 1768879166engine: mysql,obPid: 3355904592,dmSysPath: 
[01-20 03:19:56.972] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71726,curTimestamp: 1768879196engine: mysql,obPid: 3758232976,dmSysPath: 
[01-20 03:20:26.988] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71756,curTimestamp: 1768879226engine: mysql,obPid: 3758148192,dmSysPath: 
[01-20 03:20:57.005] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71787,curTimestamp: 1768879257engine: mysql,obPid: 604476816,dmSysPath: 
[01-20 03:21:27.021] [info] [3974218] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71817,curTimestamp: 1768879287engine: mysql,obPid: 738660304,dmSysPath: 
[01-20 03:21:57.036] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71847,curTimestamp: 1768879317engine: mysql,obPid: 470258704,dmSysPath: 
[01-20 03:22:27.051] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71877,curTimestamp: 1768879347engine: mysql,obPid: 671137584,dmSysPath: 
[01-20 03:22:57.065] [info] [3974205] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71907,curTimestamp: 1768879377engine: mysql,obPid: 402714624,dmSysPath: 
[01-20 03:23:27.079] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71937,curTimestamp: 1768879407engine: mysql,obPid: 3221585408,dmSysPath: 
[01-20 03:23:57.093] [info] [3974216] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71967,curTimestamp: 1768879437engine: mysql,obPid: 805725856,dmSysPath: 
[01-20 03:24:27.107] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:71997,curTimestamp: 1768879467engine: mysql,obPid: 939537376,dmSysPath: 
[01-20 03:24:57.124] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72027,curTimestamp: 1768879497engine: mysql,obPid: 604477472,dmSysPath: 
[01-20 03:25:27.139] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72057,curTimestamp: 1768879527engine: mysql,obPid: 738671888,dmSysPath: 
[01-20 03:25:57.154] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72087,curTimestamp: 1768879557engine: mysql,obPid: 738221136,dmSysPath: 
[01-20 03:26:27.171] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72117,curTimestamp: 1768879587engine: mysql,obPid: 1007061360,dmSysPath: 
[01-20 03:26:57.185] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72147,curTimestamp: 1768879617engine: mysql,obPid: 872493232,dmSysPath: 
[01-20 03:27:27.200] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72177,curTimestamp: 1768879647engine: mysql,obPid: 3221274352,dmSysPath: 
[01-20 03:27:57.216] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72207,curTimestamp: 1768879677engine: mysql,obPid: 805351040,dmSysPath: 
[01-20 03:28:27.232] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72237,curTimestamp: 1768879707engine: mysql,obPid: 3020391216,dmSysPath: 
[01-20 03:28:57.248] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72267,curTimestamp: 1768879737engine: mysql,obPid: 805814848,dmSysPath: 
[01-20 03:29:27.262] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72297,curTimestamp: 1768879767engine: mysql,obPid: 3758201248,dmSysPath: 
[01-20 03:29:57.277] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72327,curTimestamp: 1768879797engine: mysql,obPid: 671240304,dmSysPath: 
[01-20 03:30:27.292] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72357,curTimestamp: 1768879827engine: mysql,obPid: 470135504,dmSysPath: 
[01-20 03:30:57.306] [info] [3974214] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72387,curTimestamp: 1768879857engine: mysql,obPid: 3288426864,dmSysPath: 
[01-20 03:31:27.321] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72417,curTimestamp: 1768879887engine: mysql,obPid: 872685664,dmSysPath: 
[01-20 03:31:57.336] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72447,curTimestamp: 1768879917engine: mysql,obPid: 3490203264,dmSysPath: 
[01-20 03:32:27.350] [info] [3974214] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72477,curTimestamp: 1768879947engine: mysql,obPid: 470260208,dmSysPath: 
[01-20 03:32:57.366] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72507,curTimestamp: 1768879977engine: mysql,obPid: 3758179136,dmSysPath: 
[01-20 03:33:27.380] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72537,curTimestamp: 1768880007engine: mysql,obPid: 3288763280,dmSysPath: 
[01-20 03:33:57.397] [info] [3974207] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72567,curTimestamp: 1768880037engine: mysql,obPid: 1140923408,dmSysPath: 
[01-20 03:34:27.410] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72597,curTimestamp: 1768880067engine: mysql,obPid: 671106752,dmSysPath: 
[01-20 03:34:57.427] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72627,curTimestamp: 1768880097engine: mysql,obPid: 3020069008,dmSysPath: 
[01-20 03:35:27.443] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72657,curTimestamp: 1768880127engine: mysql,obPid: 3758215376,dmSysPath: 
[01-20 03:35:57.456] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72687,curTimestamp: 1768880157engine: mysql,obPid: 3758215792,dmSysPath: 
[01-20 03:36:27.470] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72717,curTimestamp: 1768880187engine: mysql,obPid: 3490231440,dmSysPath: 
[01-20 03:36:57.487] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72747,curTimestamp: 1768880217engine: mysql,obPid: 402870992,dmSysPath: 
[01-20 03:37:27.505] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72777,curTimestamp: 1768880247engine: mysql,obPid: 3758215344,dmSysPath: 
[01-20 03:37:57.520] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72807,curTimestamp: 1768880277engine: mysql,obPid: 3221266416,dmSysPath: 
[01-20 03:38:27.534] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72837,curTimestamp: 1768880307engine: mysql,obPid: 805757104,dmSysPath: 
[01-20 03:38:57.550] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72867,curTimestamp: 1768880337engine: mysql,obPid: 470221696,dmSysPath: 
[01-20 03:39:27.565] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72897,curTimestamp: 1768880367engine: mysql,obPid: 671545344,dmSysPath: 
[01-20 03:39:57.579] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72927,curTimestamp: 1768880397engine: mysql,obPid: 3758211984,dmSysPath: 
[01-20 03:40:27.596] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72957,curTimestamp: 1768880427engine: mysql,obPid: 1007116400,dmSysPath: 
[01-20 03:40:57.610] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:72987,curTimestamp: 1768880457engine: mysql,obPid: 3758233040,dmSysPath: 
[01-20 03:41:27.624] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73017,curTimestamp: 1768880487engine: mysql,obPid: 3422641488,dmSysPath: 
[01-20 03:41:57.638] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73047,curTimestamp: 1768880517engine: mysql,obPid: 1006708480,dmSysPath: 
[01-20 03:42:27.652] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73077,curTimestamp: 1768880547engine: mysql,obPid: 939947616,dmSysPath: 
[01-20 03:42:57.666] [info] [3974202] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73107,curTimestamp: 1768880577engine: mysql,obPid: 1006740848,dmSysPath: 
[01-20 03:43:27.680] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73137,curTimestamp: 1768880607engine: mysql,obPid: 3758219248,dmSysPath: 
[01-20 03:43:57.694] [info] [3974217] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73167,curTimestamp: 1768880637engine: mysql,obPid: 738634528,dmSysPath: 
[01-20 03:44:27.707] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73197,curTimestamp: 1768880667engine: mysql,obPid: 3758154576,dmSysPath: 
[01-20 03:44:57.721] [info] [3974217] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73227,curTimestamp: 1768880697engine: mysql,obPid: 671627168,dmSysPath: 
[01-20 03:45:27.736] [info] [3974205] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73257,curTimestamp: 1768880727engine: mysql,obPid: 3355849840,dmSysPath: 
[01-20 03:45:57.751] [info] [3974202] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73287,curTimestamp: 1768880757engine: mysql,obPid: 805589744,dmSysPath: 
[01-20 03:46:27.767] [info] [3974207] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73317,curTimestamp: 1768880787engine: mysql,obPid: 604443888,dmSysPath: 
[01-20 03:46:57.786] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73347,curTimestamp: 1768880817engine: mysql,obPid: 3288807504,dmSysPath: 
[01-20 03:47:27.800] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73377,curTimestamp: 1768880847engine: mysql,obPid: 738447712,dmSysPath: 
[01-20 03:47:57.818] [info] [3974205] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73407,curTimestamp: 1768880877engine: mysql,obPid: 805376400,dmSysPath: 
[01-20 03:48:27.833] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73437,curTimestamp: 1768880907engine: mysql,obPid: 3489666784,dmSysPath: 
[01-20 03:48:57.849] [info] [3974218] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73467,curTimestamp: 1768880937engine: mysql,obPid: 939996976,dmSysPath: 
[01-20 03:49:27.865] [info] [3974205] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73497,curTimestamp: 1768880967engine: mysql,obPid: 3489679008,dmSysPath: 
[01-20 03:49:57.880] [info] [3974214] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73527,curTimestamp: 1768880997engine: mysql,obPid: 3758216112,dmSysPath: 
[01-20 03:50:27.894] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73557,curTimestamp: 1768881027engine: mysql,obPid: 402685616,dmSysPath: 
[01-20 03:50:57.912] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73587,curTimestamp: 1768881057engine: mysql,obPid: 805343616,dmSysPath: 
[01-20 03:51:27.926] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73617,curTimestamp: 1768881087engine: mysql,obPid: 3020438960,dmSysPath: 
[01-20 03:51:57.940] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73647,curTimestamp: 1768881117engine: mysql,obPid: 805321008,dmSysPath: 
[01-20 03:52:27.955] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73677,curTimestamp: 1768881147engine: mysql,obPid: 939926240,dmSysPath: 
[01-20 03:52:57.970] [info] [3974207] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:73707,curTimestamp: 1768881177engine: mysql,obPid: 3020294240,dmSysPath: 
